id,nome,calcio_mg,ferro_mg,zinco_mg,magnesio_mg,fosforo_mg,potassio_mg,selenio_ug,vitamina_a_ug,vitamina_d_ug,vitamina_e_mg,vitamina_c_mg,vitamina_b1_mg,vitamina_b2_mg,vitamina_b3_mg,vitamina_b6_mg,vitamina_b9_ug,vitamina_b12_ug,confidence,source_detail
313,"Patate dolci, cotte",27,0.5,0.3,18,32,230,0.2,960,0,0.71,12.8,0.07,0.05,0.5,0.17,6,0,high,USDA FDC sweet potato baked
311,"Patate, cotte al forno",10,0.6,0.3,22,50,380,0.3,0,0,0.01,12,0.07,0.03,1.2,0.27,12,0,medium,CREA 2019 cotte
310,"Patate, crude",12,0.8,0.3,23,57,421,0.4,0,0,0.01,19.7,0.08,0.03,1.1,0.3,15,0,high,CREA 2019
687,Peperonata (peperoni cotti in olio/pomodoro),12,0.4,0.2,12,25,200,0.2,80,0,1.0,60,0.04,0.05,0.7,0.18,25,0,low,stima peperoni cotti CREA
335,"Peperoncino rosso, fresco",14,1.0,0.3,23,43,322,0.5,48,0,0.69,144,0.07,0.09,1.2,0.51,23,0,high,USDA FDC hot pepper
333,"Peperone giallo, crudo",11,0.5,0.2,12,24,212,0.3,10,0,0.5,184,0.03,0.03,1.0,0.17,26,0,high,USDA FDC
830,Peperone rosso arrostito (in vasetto),10,0.4,0.2,12,26,211,0.1,157,0,1.58,128,0.05,0.09,1.0,0.29,46,0,high,CREA 2019
334,"Peperone verde, crudo",10,0.3,0.1,10,20,175,0.1,18,0,0.37,80.4,0.06,0.03,0.5,0.22,10,0,high,CREA 2019
835,Peperoni gialli arrostiti,10,0.4,0.2,12,25,200,0.1,120,0,1.2,100,0.04,0.07,0.8,0.22,35,0,medium,CREA peperone cotto
350,"Piselli in scatola, sgocciolati",25,1.5,1.2,33,108,244,1.8,38,0,0.13,40,0.27,0.13,2.1,0.17,65,0,high,CREA 2019
336,Pomodori ciliegino,11,0.3,0.2,11,27,250,0.4,42,0,0.54,23,0.04,0.02,0.6,0.08,15,0,high,CREA 2019 pomodoro
831,"Pomodori datterini, freschi",11,0.3,0.2,11,27,250,0.4,42,0,0.54,23,0.04,0.02,0.6,0.08,15,0,medium,CREA 2019 pomodoro
337,Pomodori pelati (in scatola),24,0.5,0.2,12,21,217,0.3,25,0,0.5,13,0.04,0.03,0.8,0.1,11,0,high,USDA FDC canned tomato
836,"Pomodori ramati, freschi",10,0.3,0.2,11,24,237,0.4,42,0,0.54,21,0.04,0.02,0.6,0.08,15,0,medium,CREA 2019 pomodoro
678,"Pomodori verdi, crudi",13,0.5,0.1,10,28,204,0.4,32,0,0.38,23.4,0.06,0.04,0.5,0.08,9,0,high,USDA FDC green tomato
663,Pomodoro secco (sun-dried),110,9.1,1.9,194,356,3427,5.5,44,0,0.01,39.2,0.53,0.49,9.1,0.33,68,0,high,USDA FDC
665,"Pomodoro, concentrato (doppio)",36,2.9,0.6,50,83,1014,1.2,63,0,5.0,21.9,0.1,0.15,4.3,0.22,13,0,high,USDA FDC
664,"Pomodoro, passata (senza sale)",11,0.5,0.2,18,32,293,0.5,25,0,2.8,12,0.04,0.05,1.3,0.15,11,0,high,USDA FDC
332,"Porro, crudo",59,2.1,0.1,28,35,180,1.0,83,0,0.92,12,0.06,0.03,0.4,0.23,64,0,high,CREA 2019
323,"Portulaca, cruda",65,2.0,0.2,68,44,494,0.9,267,0,0,21,0.05,0.11,0.5,0.07,12,0,high,USDA FDC purslane
355,"Prezzemolo, fresco",138,6.2,1.1,50,58,554,0.1,421,0,1.33,133,0.09,0.1,1.3,0.09,152,0,high,CREA 2019
671,Puntarelle (radici di catalogna),74,0.8,0.3,12,31,182,0.3,267,0,0.4,10,0.03,0.06,0.3,0.06,48,0,high,CREA 2019
675,"Radice di loto, cruda",45,1.2,0.4,23,100,556,0.7,0,0,0.24,44,0.16,0.22,0.4,0.26,13,0,high,USDA FDC lotus root
344,"Rape, crude",30,0.3,0.3,11,27,191,0.7,0,0,0.03,21,0.04,0.03,0.4,0.09,15,0,high,USDA FDC turnip
343,"Ravanelli, crudi",25,0.3,0.3,10,20,233,0.6,7,0,0,14.8,0.01,0.04,0.3,0.07,25,0,high,CREA 2019 ravanello
915,Rosmarino fresco,317,6.6,0.9,91,66,668,0.4,146,0,0,21.8,0.04,0.15,0.9,0.34,109,0,high,USDA FDC rosemary
910,Rucola selvaggia (wild rocket),160,1.5,0.5,47,52,369,0.3,119,0,0.43,15,0.04,0.09,0.3,0.07,97,0,high,CREA/USDA
682,"Rucola, cotta",160,1.5,0.5,47,52,369,0.3,119,0,0.43,15,0.04,0.09,0.3,0.07,97,0,high,CREA/USDA
346,"Sedano rapa, crudo",40,0.2,0.1,11,24,260,0.4,22,0,0.27,3.1,0.02,0.06,0.3,0.07,36,0,high,CREA 2019
672,"Senape, foglie fresche",115,1.6,0.3,32,58,384,0.9,151,0,2.01,70,0.08,0.11,0.8,0.18,187,0,high,USDA FDC mustard greens
357,"Spinaci baby, crudi",99,2.7,0.5,79,49,558,1.0,469,0,2.03,28.1,0.08,0.19,0.7,0.2,194,0,high,CREA 2019 spinaci
327,"Spinaci, cotti",136,3.6,0.8,87,56,466,1.5,524,0,2.1,9.8,0.1,0.24,0.5,0.24,146,0,high,CREA 2019
360,Tarassaco (dente di leone),187,3.1,0.4,36,66,397,0.5,508,0,3.44,35,0.19,0.26,0.8,0.25,27,0,high,USDA FDC dandelion
674,"Taro (colocasia), cotto",43,0.6,0.3,33,84,591,0.7,4,0,2.38,4.5,0.1,0.03,0.6,0.28,22,0,high,USDA FDC taro
916,Timo fresco,405,17.5,1.8,160,106,609,0.5,190,0,0,160,0.05,0.47,1.8,0.35,45,0,high,USDA FDC thyme
684,"Topinambur, cotto",14,3.4,0.1,17,78,429,0.7,1,0,0.19,4,0.2,0.06,1.3,0.08,13,0,high,USDA FDC
314,"Topinambur, crudo",14,3.4,0.1,17,78,429,0.7,1,0,0.19,4,0.2,0.06,1.3,0.08,13,0,high,USDA FDC
326,Valerianella (songino),38,2.2,0.5,13,49,459,0.9,355,0,0.6,38.2,0.06,0.07,0.4,0.07,14,0,high,USDA FDC
669,Verza (cavolo savoia),35,0.4,0.2,12,42,230,0.3,5,0,0.17,31,0.05,0.04,0.3,0.19,80,0,high,CREA 2019
308,"Zucca (delica/butternut), cruda",21,0.8,0.3,12,44,340,0.3,426,0,1.06,9,0.05,0.11,0.6,0.06,16,0,high,CREA 2019
692,"Zucca butternut, cotta",21,0.8,0.3,12,44,340,0.3,426,0,1.06,9,0.05,0.11,0.6,0.06,16,0,high,CREA 2019
826,"Zucca gialla, gratinata al forno",21,0.8,0.3,12,44,340,0.3,426,0,1.06,9,0.05,0.11,0.6,0.06,16,0,high,CREA 2019
309,"Zucca, cotta al vapore",21,0.8,0.3,12,44,340,0.3,426,0,1.06,9,0.05,0.11,0.6,0.06,16,0,high,CREA 2019
834,Zucchine lunghe (romanesche),16,0.3,0.3,18,38,261,0.2,10,0,0.12,17.9,0.05,0.04,0.5,0.16,24,0,medium,CREA 2019 zucchine
338,"Zucchine, cotte a vapore",14,0.3,0.3,16,33,220,0.2,8,0,0.1,12,0.04,0.03,0.4,0.12,18,0,medium,CREA 2019 cotte
677,"Zucchine, crude a fettine",16,0.3,0.3,18,38,261,0.2,10,0,0.12,17.9,0.05,0.04,0.5,0.16,24,0,high,CREA 2019 zucchine
